CAMPAIGN_NAME,ASG_GROUPING_TITLE,ARTIST_DISPLAY_NAME,index
WrAu - SMYLES - Love Grows (Where My Rosemary Goes) - P1-R - 0062L00000Wa4vEQAR [Australia],Love Grows (Where My Rosemary Goes),SMYLES,239903
[clicks] [Australia] WrAu - Avril Lavigne - Love It When You Hate Me feat. blackbear - P1-R - 0062L00000WFG3QQAX  (row b) – Copy,Love It When You Hate Me,Avril Lavigne,239904
[a. Loves Train] Atln - Silk Sonic - Love's Train + After Last Night - P2-R - 0062L00000Wa6wxQAB [USA],Loves Train,"Bruno Mars, Anderson .Paak, Silk Sonic",239905
[Indonesia] WrAR - Michael Buble - I'll never not love you [Release Phase 2] - P1-R - 0062L00000WF7vuQAD,I'll Never Not Love You,Michael Bublé,239906
[Malaysia] WrAR - Michael Buble - I'll never not love you [Release Phase 2] - P1-R - 0062L00000WF7vuQAD,I'll Never Not Love You,Michael Bublé,239907
[Taiwan] WrAR - Michael Buble - I'll never not love you [Release Phase 2] - P1-R - 0062L00000WF7vuQAD,I'll Never Not Love You,Michael Bublé,239908
Atln - Charli XCX - Baby - P1-R - 0062L00000WZQFzQAP - [USA] [Beg For You] - IG/IGS,Baby,Charli XCX,239909
Atln - Tiësto - The Motto [Respend] - P2-R - 0062L00000WFJ3dQAH [USA] [IG/IGS/IGR] [Ava Max Page],The Motto,Tiësto & Ava Max,239911
[e. Competition] WrAu - Michael Bublé - Album [Phase 1 & Phase 2] - P1-R - 0062L00000WZcNSQA1 - [Australia] - Copy 2,I'll Never Not Love You,Michael Bublé,239912
WrAu - Griff - Head On Fire Remix feat. King Princess and MØ - P1-R - 0062L00000WZnKZQA1 [Australia - IG],Head on Fire,Griff,239914
Atln - Charli XCX - Baby - P1-R - 0062L00000WZQFzQAP - [USA] [Beg For You] - Reels,Baby,Charli XCX,239916
[MTS's Page - IG/IGS/IGR] WrAu - Megan Thee Stallion - Sweetest Pie [Feat. Dua Lipa] - P1-R - 0062L00000Wa4wlQAB [Australia],Sweetest Pie,Megan Thee Stallion & Dua Lipa,239917
WrNa - Bailey Zimmerman - Fall in Love -- P1-R - 0062L00000WXMisQAH [IGR] (USA),Fall In Love,Bailey Zimmerman,239918
WrRE - more - Really Want to See You Again - P1-R - 0062L00000WYTbYQAX [USA],Really Want to See You Again,more*,239919
Warner Music Ireland: Megan Thee Stallion - Sweetest Pie (Feat. Dua Lipa)- P1-R - 0062L00000WaDglQAF,Sweetest Pie,Megan Thee Stallion & Dua Lipa,239920
[Philippines] WrAR - Michael Buble - I'll never not love you [Release Phase 2] - P1-R - 0062L00000WF7vuQAD,I'll Never Not Love You,Michael Bublé,239922
WrHK - Michael Bublé - Album - P1-R - 0062L00000WZnGwQAL,I'll Never Not Love You,Michael Bublé,239923
[Mexico] Warner Music Latam - Anitta - Envolver [Re-spend] - P2-R - 0062L00000WXW79QAH,Envolver Remix,"Anitta, Justin Quiles",239924
[c. Love's Train] Atln - Silk Sonic - Love's Train + After Last Night - P2-R - 0062L00000Wa6wxQAB - [USA],Loves Train,"Bruno Mars, Anderson .Paak, Silk Sonic",239925
WrAu - Sam Ryder - SPACE MAN - P1-R - 0062L00000WZzSJQA1 [Australia],Space Man,Sam Ryder,239929
[MTS Page] WrAu - Megan Thee Stallion - Sweetest Pie [Feat. Dua Lipa] - P1-R - 0062L00000Wa4wlQAB [Australia],Sweetest Pie,Megan Thee Stallion & Dua Lipa,239930
[Dua Lipa Page] WrAu - Megan Thee Stallion - Sweetest Pie [Feat. Dua Lipa] - P1-R - 0062L00000Wa4wlQAB [Australia]-PFK6h,Sweetest Pie,Megan Thee Stallion & Dua Lipa,239931
HI - LW - Sam Ryder - Space Man BE:PO556566,Space Man,Sam Ryder,239933
FOALS - Life Is Yours (Album Pre-Order)_Youtube_InStream Ad_clicks,Life Is Yours,Foals,239963
[row G] Atln - Ella Henderson - Album [W/ Pre-Order] + Single - P1-R - 0062L00000WDqmDQAT #2,End,Cende,239973
The Black Keys Album Pre Order Single Release_Youtube_InStream Ad_awareness,Lies,The Black Keys,239983
D. JINAN LAETITIA - WELCOME BACK - TRUEVIEW [MV],Welcome Back,Jinan Laetitia,239993
Flying Steps Choreo_Ed Sheeran Divide Mashup_Youtube_InStream Ad_clicks,‘Heartbreak In This City’ Video Premiere & Special Announcement with Steps & Michelle Visage,Steps,240003
(USA) BgBt - Various Artists - Big Beat Radio [Q1 2022] - P1-R - 0062L00000WE2kYQAT (EP #186) [Week 10],PARIS,BT,240013
LAT – MIKE BAHÍA – ROPA INTERIOR – MXF152100907 – CO – MAR14 to MAR21,Waving Through a Window (Lodato & Joseph Duveen Extended Club Remix),"Ben Platt, Original Broadway Cast of Dear Evan Hansen, Tony Moran",240023
2022 - Tiësto - The Motto (MV II),210,210,240033
Amara_September_15.03-21.03,September,Amara,240043
LAT- QUILES- GUCCI FENDI- USWL12200181,Liar,Jules,240053
HI - IM - Janieck - Hero - NL:PO556581,Hero,Janieck,240063
HI - LW - Sam Ryder - Space Man NL:PO556476,Space Man,Sam Ryder,240073
D. PUTIH ABU-ABU - BUTTERFLY - TRUEVIEW,Butterfly,Putih Abu-Abu,240093
HI - IM - Zoë Livay - Vallen En Opstaan NL:PO556488,Vallen en Opstaan,Zoë Livay,240103
rare occasions Notion Gulf Spotify,Notion,The Rare Occasions,240113
WrNa - Warner Music Nashville - March 2022 TikTok Campaign - P1-R - 0062L00000WZhkBQAT [Brett Eldredge] (music clickability),War,War,240123
WrNa - Warner Music Nashville - March 2022 TikTok Campaign - P1-R - 0062L00000WZhkBQAT [Brett Eldrege] (no music clickability),War,War,240133
LAT – MIKE BAHÍA – ROPA INTERIOR – MXF152100907 – CO – MAR14 to MAR18,Waving Through a Window (Lodato & Joseph Duveen Extended Club Remix),"Ben Platt, Original Broadway Cast of Dear Evan Hansen, Tony Moran",240143
LAT – MIKE BAHÍA – ROPA INTERIOR – MXF152100907 – PE – MAR14 to MAR18,"Tim Gant Project featuring Roberta Thomas/Party Lights, Party Nights","Garrison Keillor, Robin Williams, Linda Williams & Prudence Johnson",240153
Charli XCX - Beg For You 20220314,Beg For You,Charli XCX,240163
WMSA - Top Tik Tok Sounds - Playlist - Pop - Owned,Lost,TKSOUND,240173
2022-03 [REG] Shaun ft YUNA So Right MV - TRAFFIC TO SPOTIFY,So Right,SHAUN,240183
Megan Thee Stallion x Dua Lipa - Sweetest Pie,Sweetest Pie,Megan Thee Stallion & Dua Lipa,240193
Masked Wolf & Bebe Rexha - Sabotage - 14.3,Sabotage,Bebe Rexha,240203
Megan Thee Stallion & Dua Lipa - Sweetest Pie - 14.3,Sweetest Pie,Megan Thee Stallion & Dua Lipa,240213
Lizzo - Warm Up,Lizzo - Water Me - Walmart Black Friday Song (I Am Free Walmart Song),Lizzo,240223
Ricky Rich - Habibi - Phase 4,HAZE,RICKY,240233
HI - VV - Sam Ryder - Space Man - BE:PO556491,Space Man,Sam Ryder,240243
SMYLES - Love Grows (DK),Love Grows (Where My Rosemary Goes),SMYLES,240253
HI - IrM - Zoe Livay - Vallen En Opstaan,Vallen en Opstaan,Zoë Livay,240263
Aya Nakamura - Dégaine TikTok _TikTok_Promoted Post_engagement,Dégaine,Aya Nakamura,240273
Charlie Puth - Light Switch - LatAm,Light Switch,Charlie Puth,240283
DOM - BINZ - DON'T BREAK MY HEART - ZZOPM2225293 (REACH),Don't Break My Heart,Binz,240293
WrNa - Warner Music Nashville - March 2022 TikTok Campaign - P1-R - 0062L00000WZhkBQAT [Brett Eldredge] (row c),War,WAR,240313
WrNa - Warner Music Nashville - March 2022 TikTok Campaign - P1-R - 0062L00000WZhkBQAT [Avery Anna] (music clickability),War,WAR,240323
WrNa - Warner Music Nashville - March 2022 TikTok Campaign - P1-R - 0062L00000WZhkBQAT [Avery Anna] (no music clickability),War,War,240333
WrNa - Warner Music Nashville - March 2022 TikTok Campaign - P1-R - 0062L00000WZhkBQAT  [Morgan Evans] (music clickability),War,War,240343
WrNa - Warner Music Nashville - March 2022 TikTok Campaign - P1-R - 0062L00000WZhkBQAT [Morgan Evans] (no music clickability),War,WAR,240353
"Portugal The Man | What Me, Worry?",What Me Worry,Portugal. The Man,240363
Topsify | Women & Songs,Home,Topic,240373
CHARMAINE | Community Interaction (FWB),Winter,Winter,240383
RHCP Reheat Campaign,Rain,PREP,240393
Topsify - Electro Chillout,Caro,Roco,240403
Faouzia | R.I.P.,R.i.o.,R.I.O.,240413
DOM - Mana - Te LLore - ISRC Pending - US Latin,Ana,Maná,240433
BgBt - Various Artists - Big Beat Radio [Q1 2022] - P1-R - 0062L00000WE2kYQAT [Q1 2022] [Week 10] EP #186,PARIS,BT,240443
social_dach_stevenrhodes_20220315,Sofia,Sofia,240453
LAT- MEGAN THEE STALLION- SWEETEST PIE- QMCE32200232,Eat It,Megan Thee Stallion,240503
[Minneapolis] Atlantic Records - GAYLE - GAYLE [March-April Tour Boost] - P2-T - 0062L00000Wa3cBQAR,Pilu,Nn,240553
[Chicago] Atlantic Records - GAYLE - GAYLE [March-April Tour Boost] - P2-T - 0062L00000Wa3cBQAR,Aire,Chicago,240563
Atlantic Records: Ella Henderson - Album [FB/IG/IGS - ThruPlays] - P1-R - 0062L00000WDqmDQAT,Pray,Cor,240573
INT - RHCP - The Complete Playlist - ISRC - Tráfego - 14.03.22,GO,ION,240583
Neon Gold Records - Belot - MATH - P1-R - 0062L00000WDDS7QAP [IG Boosted],NAEON,NAEON,240593
[MARCH 2022 - LIFETIME] ARTISTE PUSH - THE RARE OCCASIONS - VIDEO VIEWS,The Ark,The Ark,240603
WrIe - Ella Henderson - Everything I Didn't Say - P1-R - 0062L00000WaXrcQAF [Ireland],Everything I Didn’t Say,Ella Henderson,240623
David Bowie - St Vincent (link clicks) [SP],Win,David Bowie,240633
Ella Henderson - New Album - March (EU),End,Cende,240643
"INTL - DUA LIPA, MEGAN THEE STALLION - SWEETEST PIE - QMCE32200233 - ADS689-TC",ADN,Tal,240653
WMA / Avril pop punk royalty / PO68763,Eat,Poppy,240663
WMA / Big Female Collabs / PO68763,Echo,Feral,240673
CA / Kid Laroi Tattoo / PO68763,Ki,Kid Astro,240683
CA / Central Cee Lessions / PO68763,Tension,Central Cee,240693
CA / Autumn Albums / PO68763,Un Tale,Mina,240703
CA / Kehlani Euphoria / PO68763,Can I,Kehlani,240713
ILYOS / Rod Stewart Fixing roads / PO68763,Sweet Fighting Lady,WAR,240723
ILYOS / Women changing Rock n Roll / PO68763,Ring,Enchanting,240733
ILYOS / Flea & Nick Cave / PO68763,Lose,NIKI,240743
MAN / Indian Metal Bands / PO68763,INDICA,INDICA,240753
MAN / Elden Ring Drum Cover / PO68763,Mar,Maná,240763
DOM - BINZ - DON'T BREAK MY HEART (Link Click),Don't Break My Heart,Binz,240773
[INTL] [MAR 22] MEGAN THEE STALLION & DUA LIPA - SWEETEST PIE - QMCE32200232 [REACH],Sweetest Pie,Megan Thee Stallion & Dua Lipa,240783
"INTL - Megan Thee Stallion x Dua Lipa - Sweetest Pie - QMCE32200232 - FB - 0315-0319 - $5,000",Sweetest Pie,Megan Thee Stallion & Dua Lipa,240793
"INTL - Megan Thee Stallion x Dua Lipa - Sweetest Pie - QMCE32200232 - FB - 0315-0319 - $10,000",Sweetest Pie,Megan Thee Stallion & Dua Lipa,240803
WrRE - Carlie Hanson - Tough Boy Gift Box Contest - P1-R - 0062L00000WaAMjQAN [USA],Tough Boy,Carlie Hanson,240813
HI - JDG - High Hi - All Cool All Fine - BE:PO556565,All Cool All Fine,High Hi,240823
Instagram post: The incomparable @diamondplatnumz...,Tiens,IAM,240833
"Instagram post: Mzansi, can you guess who this...",Xin,XIN,240843
DuaLipa_MeganTheeStallion_SweetestPie_14.03-24.03,ADN,TAL,240853
Dani Fernandez - Dile a los demás - SGL - MAR 2022,Dile a los demás,Dani Fernández,240873
Lumix_Halo_11.03-20.03,Halo,LUM!X,240883
Nils Wülker Apple Continuum Pre order und Single_Instagram_Story Ad_awareness,Dawn,Nils Wülker,240893
Pre Save - Joel Corry x David Guetta - What Would You Do (feat. Bryson Tiller)_Instagram_Story Ad_clicks,Sorry,Joel Corry,240903
The Black Keys Album Pre Order Single Release_Instagram_Promoted Post_awareness,Lies,The Black Keys,240913
The Black Keys Album Pre Order Single Release_Instagram_Story Ad_awareness,Lies,The Black Keys,240923
2022 The Black Keys - Dropout Boogie,Sky,DROP,240933
Metal Month Boost #2 - Killswitch Engage - Alive Or Just Breathing - PO# 90145,Po,LemON,240943
Aretha Franklin Top Tracks Boost - PO# 90155,Bolo,RA,240953
Sam Ryder - Space Man-WMB,Space Man,Sam Ryder,240963
Coldplay x Kygo - Let Somebody Go - IGS-WMB,COLDPLAY LIB 1,Coldplay X BTS,240973
Megan X Dua - Sweetest Pie (Trafik,Vega,RA,240983
Atln - Kodak Black - Back For Everything - P1-R - 0062L00000WXJkbQAH [USA],Back,Kodak Black,241003
Marlon - De Perreo - SGL - MAR 2022,De Perreo,Marlon,241023
FR - CHARLIE PUTH - Single Light Switch  - ISRC - BDCXXXXXX -1000€ (Générer du trafic vers un site web),"Straße nach Andromeda - Perry Rhodan - Silber Edition 21, Track 9","Clark Darlton, K.H. Scheer, Kurt Brand, Kurt Mahr, William Voltz, H.G. Ewers",241033
Coldplay_LetSomebodyGo_KYGOremix_14.03-24.03,Yes,Coldplay,241043
WrRE - WHOKILLEDXIX - spy? - R - 0062L00000VPN31QAH [Discovery],spy?,WHOKILLEDXIX,241063
[Italy] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241064
[India] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241065
[Mexico] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241066
"Atln - Sam Austins - KILOS (Jimi's Version) - R - 0062L00000VfN1fQAF - [USA, Canada, UK - Discovery]",Kilos,Sam Austins,241067
[Netherlands] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241068
[Croatia] WrSE - Galantis - Heartbreak Anthem - R - 0062L00000VfAE0QAN #2,Heartbreak Anthem,Galantis,241069
AR - Silk Sonic - Skate - 0721 - OC T001705,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",241071
[France] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241072
[Germany] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241073
Neon Gold Records - Jax Anderson - Bigger Picture feat. VÉRITÉ (OFFICIAL VIDEO) - R - 0062L00000VfaWrQAJ [USA],,,241074
WrAu - Isaiah Rashad - Headshots - R - 0062L00000VPGGhQAP,Headshots (4r Da Locals),Isaiah Rashad,241075
[Philippines] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241076
WrRE - Maria Isabel - “No Soy Para Ti” - R - 0062L00000VOGsTQAX,No Soy Para Ti,María Isabel,241077
[Canada] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241078
"Atln - Sam Austins - KILOS (Jimi's Version) - R - 0062L00000VfN1fQAF - [USA, Canada, UK - Trueview]",Kilos,Sam Austins,241079
[Australia] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241080
WrCa - Bruno Mars - Leave The Door Open [Re-Spend] - R - 0062L00000VPToyQAH [Canada],Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",241081
[Serbia] WrSE - Galantis - Heartbreak Anthem - R - 0062L00000VfAE0QAN #2,Heartbreak Anthem,Galantis,241082
[Indonesia] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241083
WrRE - Omar Apollo - Go Away - R - 0062L00000VfSsoQAF [Discovery],Go Away,Omar Apollo,241084
[Korea] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241085
WrAu - Coldplay - Let Somebody Go ft. Selena Gomez - Kygo Remix - P1-R - 0062L00000WaXmIQAV [Australia[,Let Somebody Go (Kygo Remix),Coldplay X Selena Gomez,241086
[Bulgaria] WrSE - Galantis - Heartbreak Anthem - R - 0062L00000VfAE0QAN,Heartbreak Anthem,Galantis,241087
[Brazil] WrWW - Megan Thee Stallion - Sweetest Pie [YT] - P1-R - 0062L00000WaDvNQAV,Sweetest Pie,Megan Thee Stallion & Dua Lipa,241088
WrRE - WHOKILLEDXIX - spy? - R - 0062L00000VPN31QAH,spy?,WHOKILLEDXIX,241089
Atln - Vance Joy - Missing Piece [Acoustic] - R - 0062L00000VfFgSQAV [United States],Missing Piece,Vance Joy,241090
[DS] Cadavez Cadaver - PO - Affinity - MAY 2021,Cada vez cadáver,Fito y Fitipaldis,241091
[Slovenia] WrSE - Galantis - Heartbreak Anthem - R - 0062L00000VfAE0QAN #3,Heartbreak Anthem,Galantis,241092
HI - IM - Kovacs - Tutti Frutti Tequila - NL:PO536759,Tutti Frutti Tequila,Kovacs,241093
Warner Music SEE: Various Artists - 'Bad Habits' & 'Rampampam' [Serbia] [FB Page Likes] - R - 0062L00000VfZbMQAV,Rampampam,Minelli,241094
[WAVO] WMA: A7S - Nirvana [Phase 2],Nirvana,A7S,241095
Atln - Jax - 90's Kids [Re-spend #2] - R - 0062L00000VPKhXQAX [USA],90s Kids,Jax,241096
Fred De Palma - Tu y Yo - SGL - Julio 2021,Tú y yo,Fred De Palma,241097
Marc Segui Tiroteo Remix Rep Video #5,Tiroteo (Remix),"Marc Seguí, Rauw Alejandro, Pol Granch",241098
Marc Segui Tiroteo Remix #5,Tiroteo (Remix),"Marc Seguí, Rauw Alejandro, Pol Granch",241099
Fito & Fitipaldis - Cada Vez Cadaver - PO - May 2021,Cada vez cadáver,Fito y Fitipaldis,241100
Warner Music SEE: Various Artists - 'Bad Habits' & 'Rampampam' [Bulgaria] [FB Page Likes] - R - 0062L00000VfZbMQAV -,Rampampam,Minelli,241101
[WAVO] WMA: Isaiah Rashad - Headshots [IG/IGS],Headshots (4r Da Locals),Isaiah Rashad,241102
Warner Records: Omar Apollo - Go Away [IG/IGS],Go Away,Omar Apollo,241103
WrCa - Bruno Mars - Leave The Door Open [FB] [Re-Spend] - R - 0062L00000VPToyQAH [Canada],Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",241104
"Warner Records: Bella Poarch - Build A Bitch [Radio] [Long Island, NY] now New York",Build a Bitch,Bella Poarch,241105
WrHK - Michael Bublé - Album - P1-R - 0062L00000WZnGwQAL [Hong Kong],I'll Never Not Love You,Michael Bublé,241106
HI - IM - Kovacs - Tutti Frutti Tequila - BE:PO536999,Tutti Frutti Tequila,Kovacs,241107
Warner Records: Bella Poarch - Build A Bitch [Radio] [Los Angeles],Build a Bitch,Bella Poarch,241108
Nil Moliner - Solo - Julio 2021,Solo,Nil Moliner,241112
Warner Records: WHOKILLEDXIX - spy? [IG/IGS] [Slowed],spy?,WHOKILLEDXIX,241113
HI - LvW - Galantis - Heartbreak Anthem - NL:PO537008,Heartbreak Anthem,Galantis,241115
Sofía Reyes Casualidad #2,Casualidad,"Sofia Reyes, Pedro Capó",241116
Atln - Vance Joy - Missing Piece [Acoustic] [IG Reels] - R - 0062L00000VfFgSQAV [United States],Missing Piece,Vance Joy,241117
[a. FB/IG/IGS/IGR] WrNa - Michael Ray - Holy Water - P1-R - 0062L00000WY7oeQAD - [USA],Holy Water,Michael Ray,241118
Warner Records: WHOKILLEDXIX - spy? [IG/IGS] [Turbo],spy?,WHOKILLEDXIX,241119
Warner Records: Anne-Marie - Our Song ft. Niall Horan [Therapy Pre-Order] [FB/IG/IGS] [United States],Our Song,Anne-Marie & Niall Horan,241120
[Ludmilla - Lud Session] Tráfego 15.07.21,700 por hora,"LUDMILLA, Gloria Groove",241121
Atln - Vance Joy - Missing Piece [Acoustic] [IGS] - R - 0062L00000VfFgSQAV [United States],Missing Piece,Vance Joy,241122
[f. Amazon Music] WrCa - Omah Lay - Attention (Feat. Justin Bieber) - P1-R - 0062L00000WYC3xQAH [Canada] - Copy,,,241124
Warner Records: Bella Poarch - Build A Bitch [Radio] [All Markets] - 0062L00000VOgi9QAD - United States,Build a Bitch,Bella Poarch,241125
Warner Music Canada: Bella Poarch - Build A Bitch [Respend] [IG/IGS] - 0062L00000VPJJeQAP,Build a Bitch,Bella Poarch,241126
[Iron Maiden - TWOTW] Vídeo view 19.07.21,The Writing On The Wall,Iron Maiden,241127
HI - LvW - Galantis - Heartbreak Anthem - NL:PO537012,Heartbreak Anthem,Galantis,241128
Atln - Silk Sonic - Love's Train + After Last Night - P2-R - 0062L00000Wa6wxQAB [USA],Loves Train,"Bruno Mars, Anderson .Paak, Silk Sonic",241129
[Slowed] WrRE - WHOKILLEDXIX - spy? - R - 0062L00000VPN31QAH,spy?,WHOKILLEDXIX,241130
Eltr - JC Stewart - Loud - R - 0062L00000VPUQaQAP,Loud,JC Stewart,241131
WrRE - Omar Apollo - Go Away - R - 0062L00000VfSsoQAF,Go Away,Omar Apollo,241134
WrRE - WHOKILLEDXIX - spy? - R - 0062L00000VPN31QAH [slowed],spy?,WHOKILLEDXIX,241135
Ed Sheeran - Reheat - Playlist - JUL 2021,Shape of You,Ed Sheeran,241136
[I CAN'T STOP ME] WrSg - TWICE - Japanese EP - P2-R - 0062L00000WaU0jQAF [Singapore],I CAN'T STOP ME (Japanese Ver.),TWICE,241137
[Philippines] WrAR - The Rare Occasions - Notion [Phase 3] - P3-R - 0062L00000WaRLFQA3,Notion,The Rare Occasions,241138
[CRY FOR ME] WrSg - TWICE - Japanese EP - P2-R - 0062L00000WaU0jQAF [Singapore],I CAN'T STOP ME (Japanese Ver.),TWICE,241139
WrRE - Bella Poarch - Build A Bitch [Radio] - R - 0062L00000VOgi9QAD - [Los Angeles] - row bb,Build a Bitch,Bella Poarch,241140
[b. P2] WrSg - Coldplay - New Releases & Catalogue - P1-R - 0062L00000WXdyjQAD - [Singapore],Let Somebody Go,Coldplay X Selena Gomez,241141
WrRE - Bella Poarch - Build A Bitch [Radio] - R - 0062L00000VOgi9QAD - NYC - row cc,Build a Bitch,Bella Poarch,241142
[Indonesia] WrAR - The Rare Occasions - Notion [Phase 3] - P3-R - 0062L00000WaRLFQA3,Notion,The Rare Occasions,241143
Fred de Palma - Tu y yo - SGL - Julio 2021,Tú y yo,Fred De Palma,241145
Warner Music Singapore: KSI - Holiday [Chart Push] [Spotify - Fanbase] - 0062L00000Vfg92QAB - [SINGAPORE],Holiday,KSI,241146
WrRE - Bella Poarch - Build A Bitch [Radio] - R - 0062L00000VOgi9QAD - Seattle - row dd,Build a Bitch,Bella Poarch,241148
Warner Music Singapore: KSI - Holiday [Chart Push] [Spotify - Interest] - 0062L00000Vfg92QAB - [SINGAPORE],Holiday,KSI,241149
[ALCOHOL-FREE] WrSg - TWICE - Japanese EP - P2-R - 0062L00000WaU0jQAF [Singapore],I CAN'T STOP ME (Japanese Ver.),TWICE,241150
WrHK - TWICE - Perfect World - R - 0062L00000VffuMQAR,Perfect World,TWICE,241151
Playlist - Éxitos 2021 - Nil Moliner - Julio 2021,Me Quedo,Nil Moliner,241153
HI - IM - Kovacs - Tutti Frutti Tequila - NL:PO(Credits),Tutti Frutti Tequila,Kovacs,241154
HI - IM - Kovacs - Tutti Frutti Tequila - BE:PO(Credits),Tutti Frutti Tequila,Kovacs,241155
Marc Sergui Tiroteo Remix,Tiroteo (Remix),"Marc Seguí, Rauw Alejandro, Pol Granch",241156
WrRE - Warren Zeiders - Dark Night - P1-R - 0062L00000WXwpZQAT - USA,Dark Night,Warren Zeiders,241157
[g. Amazon Music] WrCa - Omah Lay - Attention (Feat. Justin Bieber) - P1-R - 0062L00000WYC3xQAH - [Canada],,,241158
SOPRANO LIVE JOUR J - Reach20210618153749,Dingue,Soprano,241159
WrCa - Oliver Tree - Swing & A Miss [YouTube] - P1-R - 0062L00000WYjKkQAL [Canada],Swing And A Miss,Oliver Tree,241161
2143 | WMA ADS | MA | ZAC BROWN BAND | SAME BOAT | P066651,Same Boat,Zac Brown Band,241162
Galantis - Heatbreak Anthem_Snapchat_Snap Ad_awareness,Heartbreak Anthem,Galantis,241172
2137 | WMA ADS | TH |  DAVID GUETTA | IYELM | PO 66889,2U,David Guetta,241192
2137 | WMA ADS | TH |  DAVID GUETTA | IYELM | PO TBC,2U,David Guetta,241194
"Ed Sheeran - W000275791 & W000275794 & W000275962 - Single Bad habits - 1,5k€ - Trafic - 250621","Steven and the Crystal Gems (feat. Zach Callison, Estelle, Deedee Magno Hall & Michaela Dietz)","Deedee Magno Hall, Michaela Dietz, Estelle, Jeff Liu, Matt Burnett & Ben Levin",241212
WrRE - John-Robert - Move It To The Side Remix - R - 0062L00000VOeKyQAL,Move it to the Side,John-Robert,241232
Atln - Ben Platt - Imagine [Radio] - R - 0062L00000VPTpwQAH (Columbus),Imagine,Ben Platt,241242
WrAu - Anne-Marie - Our Song (feat. Niall Horan) [Phase 2] - R - 0062L00000VfXkGQAV,Our Song,Anne-Marie,241252
B NOM single Tais toi et danse -bdc  1k - 1607216 Drive Traffic To Website,Into the Sunset,RA,241262
2150 | WMA ADS | CR | MAISIE PETERS | CR | PSYCHO | P066706,Psycho,Maisie Peters,241272
MasiePeters_Psycho_09.07-31.07,Psycho,Maisie Peters,241282
Topsify_Sommerhits_Juli_2021_Snapchat_Snap Ad_clicks,Home,Topic,241292
"Warner_Music_Aya Nakamura, Damso_CPM_KSA_EGY",Moi,Aya Nakamura,241302
KOKKOS_SværePupper_09.07-19.07,Svære Pupper,KOKKOS,241312
BgBt: chillpill - Hate U (feat. Sueco & Lonely God) [Snapchat],Hate U,chillpill,241322
Galantis - Heatbreak Anthem_Youtube_Instream Ad & Discovery Ad_awareness,Heartbreak Anthem,Galantis,241332
ADA - Boys World - While You Were Out EP - R - 0062L00000VOiPyQAL,While You Were Out,Boys World,241342
Atln - MARINA - Ancient Dreams in a Modern Land - R - 0062L00000VOauUQAT - [United States],Ancient Dreams In A Modern Land,MARINA,241352
YT - LIAMOO - Lonely - BOOST,Lonely,LIAMOO,241362
YT - Zikai - Live At Ellery (hela avsnitt) - BOOST,GHOST,Tielle,241372
"Atln - Sam Austins - Kilos - R - 0062L00000VOq0xQAD [USA, Canada, UK]]",Kilos,Sam Austins,241382
WrAu - MADAM3MPRESS - Some Type Of Way - R - 0062L00000VP5aWQAT,Some Type Of Way,MADAM3EMPRESS,241392
YT - Live at Ellery - BOOST,GHOST,Tielle,241402
YT - Theoz - HOAF - BOOST,Boosta: Diva,Boosta,241422
Rhno - Lindsey Buckingham - Pre-Order - eCom - M - 0062L00000VP4vhQAD [search],Lover,Sea,241432
AR - LIT killah - CALIFORNIA - 0621 - OC N002692/N002702/N002707,California,LIT killah,241442
WrCa - A7S - nirvana - R - 0062L00000VOnGEQA1 - [Canada] [Spotify],Nirvana,A7S,241452
